Datetime,Open,High,Low,Close,Volume
2024-08-01 00:00:00,1.28538,1.28542,1.28537,1.2854,9
2024-08-01 00:01:00,1.28547,1.28551,1.28544,1.28549,8
2024-08-01 00:02:00,1.28545,1.28553,1.28545,1.28547,7
2024-08-01 00:03:00,1.28546,1.28549,1.28544,1.28548,7
2024-08-01 00:04:00,1.28538,1.2854,1.28535,1.2854,8
2024-08-01 00:05:00,1.28548,1.28552,1.28546,1.2855,7
2024-08-01 00:06:00,1.28553,1.28555,1.2855,1.28555,6
2024-08-01 00:07:00,1.28557,1.2856,1.28554,1.28559,9
2024-08-01 00:08:00,1.28559,1.28562,1.28557,1.28561,7
2024-08-01 00:09:00,1.28558,1.28561,1.28556,1.2856,7
2024-08-01 00:10:00,1.28557,1.2856,1.28556,1.28559,8
2024-08-01 00:11:00,1.28562,1.28565,1.28559,1.28564,6
2024-08-01 00:12:00,1.28569,1.28572,1.28567,1.28571,6
2024-08-01 00:13:00,1.28561,1.28563,1.2856,1.28563,6
2024-08-01 00:14:00,1.28571,1.28575,1.28571,1.28573,7
2024-08-01 00:15:00,1.28533,1.28535,1.28533,1.28535,11
2024-08-01 00:16:00,1.28524,1.28526,1.2852,1.28525,10
2024-08-01 00:17:00,1.28531,1.28534,1.28529,1.28532,11
2024-08-01 00:18:00,1.28522,1.28525,1.28521,1.28523,18
2024-08-01 00:19:00,1.28526,1.28528,1.28522,1.28527,10
2024-08-01 00:20:00,1.28528,1.28531,1.28526,1.28529,16
2024-08-01 00:21:00,1.28526,1.28531,1.28526,1.28528,11
2024-08-01 00:22:00,1.28532,1.28536,1.2853,1.28533,11
2024-08-01 00:23:00,1.28529,1.28533,1.28527,1.2853,19
2024-08-01 00:24:00,1.28533,1.28535,1.28533,1.28534,10
2024-08-01 00:25:00,1.28536,1.28538,1.28535,1.28537,11
2024-08-01 00:26:00,1.28532,1.28536,1.28529,1.28533,12
2024-08-01 00:27:00,1.28525,1.28527,1.28523,1.28526,13
2024-08-01 00:28:00,1.28527,1.28529,1.28525,1.28528,12
2024-08-01 00:29:00,1.2853,1.28531,1.2853,1.28531,12
2024-08-01 00:30:00,1.28515,1.28517,1.28515,1.28516,4
2024-08-01 00:31:00,1.2851,1.28512,1.28509,1.2851,6
2024-08-01 00:32:00,1.28509,1.28511,1.28508,1.28509,5
2024-08-01 00:33:00,1.28514,1.28516,1.28514,1.28515,6
2024-08-01 00:34:00,1.2851,1.28514,1.28509,1.2851,6
2024-08-01 00:35:00,1.28509,1.28514,1.28509,1.28509,4
2024-08-01 00:36:00,1.28512,1.28514,1.2851,1.28513,6
2024-08-01 00:37:00,1.28512,1.28514,1.28512,1.28513,5
2024-08-01 00:38:00,1.28512,1.28512,1.28511,1.28512,5
2024-08-01 00:39:00,1.28519,1.2852,1.28517,1.28519,6
2024-08-01 00:40:00,1.2852,1.28521,1.28518,1.2852,5
2024-08-01 00:41:00,1.28512,1.28514,1.2851,1.28512,6
2024-08-01 00:42:00,1.2852,1.2852,1.28517,1.2852,6
2024-08-01 00:43:00,1.28522,1.28524,1.28521,1.28522,5
2024-08-01 00:44:00,1.28511,1.28516,1.28509,1.28512,5
2024-08-01 00:45:00,1.28416,1.28417,1.28413,1.28414,8
2024-08-01 00:46:00,1.28408,1.28408,1.28404,1.28406,4
2024-08-01 00:47:00,1.28411,1.28411,1.28407,1.28408,7
2024-08-01 00:48:00,1.28419,1.28422,1.28415,1.28417,7
2024-08-01 00:49:00,1.28402,1.28405,1.284,1.284,4
2024-08-01 00:50:00,1.28412,1.28413,1.28408,1.2841,11
2024-08-01 00:51:00,1.28407,1.2841,1.28404,1.28405,10
2024-08-01 00:52:00,1.284,1.284,1.28395,1.28398,5
2024-08-01 00:53:00,1.28403,1.28405,1.28401,1.28401,5
2024-08-01 00:54:00,1.28406,1.28407,1.28402,1.28404,4
2024-08-01 00:55:00,1.28398,1.28399,1.28395,1.28396,6
2024-08-01 00:56:00,1.28386,1.28389,1.28383,1.28384,11
2024-08-01 00:57:00,1.2839,1.28394,1.28388,1.28388,7
2024-08-01 00:58:00,1.28391,1.28392,1.28389,1.28389,11
2024-08-01 00:59:00,1.28388,1.28391,1.28386,1.28386,5
2024-08-01 01:00:00,1.28451,1.28452,1.28447,1.2845,5
2024-08-01 01:01:00,1.28453,1.28454,1.2845,1.28452,5
2024-08-01 01:02:00,1.28464,1.28464,1.28461,1.28463,5
2024-08-01 01:03:00,1.2847,1.28466,1.28466,1.28469,8
2024-08-01 01:04:00,1.28463,1.28465,1.2846,1.28463,7
2024-08-01 01:05:00,1.28455,1.28459,1.28453,1.28455,6
2024-08-01 01:06:00,1.28447,1.28449,1.28446,1.28446,5
2024-08-01 01:07:00,1.28455,1.28457,1.28454,1.28455,7
2024-08-01 01:08:00,1.28455,1.28458,1.28451,1.28455,8
2024-08-01 01:09:00,1.28451,1.28453,1.28448,1.28451,5
2024-08-01 01:10:00,1.28456,1.28456,1.28453,1.28455,9
2024-08-01 01:11:00,1.28442,1.28448,1.28446,1.28442,9
2024-08-01 01:12:00,1.28459,1.28459,1.28458,1.28459,11
2024-08-01 01:13:00,1.28436,1.28436,1.28446,1.28435,7
2024-08-01 01:14:00,1.28456,1.28457,1.28454,1.28455,6
2024-08-01 01:15:00,1.28455,1.28458,1.28455,1.28456,6
2024-08-01 01:16:00,1.28446,1.28448,1.28444,1.28448,5
2024-08-01 01:17:00,1.2844,1.28441,1.28438,1.28441,6
2024-08-01 01:18:00,1.28452,1.28453,1.28451,1.28453,8
2024-08-01 01:19:00,1.2846,1.28463,1.28459,1.28461,5
2024-08-01 01:20:00,1.28456,1.28457,1.28453,1.28457,4
2024-08-01 01:21:00,1.28451,1.28452,1.2845,1.28452,8
2024-08-01 01:22:00,1.28458,1.28459,1.28455,1.28459,5
2024-08-01 01:23:00,1.28466,1.28468,1.28464,1.28467,7
2024-08-01 01:24:00,1.28461,1.28464,1.28459,1.28462,7
2024-08-01 01:25:00,1.28459,1.28464,1.28459,1.28461,5
2024-08-01 01:26:00,1.28463,1.28466,1.2846,1.28464,4
2024-08-01 01:27:00,1.28472,1.28468,1.28468,1.28473,5
2024-08-01 01:28:00,1.28465,1.28466,1.28463,1.28466,5
2024-08-01 01:29:00,1.28465,1.28467,1.2846,1.28466,6
2024-08-01 01:30:00,1.28466,1.28471,1.28462,1.28467,7
2024-08-01 01:31:00,1.28467,1.28472,1.28465,1.28468,9
2024-08-01 01:32:00,1.28462,1.28466,1.28461,1.28463,11
2024-08-01 01:33:00,1.28462,1.28465,1.28461,1.28463,4
2024-08-01 01:34:00,1.28473,1.28475,1.28473,1.28474,5
2024-08-01 01:35:00,1.28478,1.28479,1.28476,1.28479,4
2024-08-01 01:36:00,1.28475,1.28481,1.28474,1.28476,4
2024-08-01 01:37:00,1.2847,1.28474,1.2847,1.28471,5
2024-08-01 01:38:00,1.28471,1.28474,1.2847,1.28472,12
2024-08-01 01:39:00,1.28478,1.28481,1.28478,1.28479,5
2024-08-01 01:40:00,1.28463,1.28467,1.28462,1.28464,5
2024-08-01 01:41:00,1.28467,1.28468,1.28466,1.28468,5
2024-08-01 01:42:00,1.28473,1.28475,1.28472,1.28474,8
2024-08-01 01:43:00,1.28467,1.28471,1.28466,1.28468,6
2024-08-01 01:44:00,1.28474,1.28475,1.28472,1.28475,7
2024-08-01 01:45:00,1.28417,1.28422,1.28414,1.28418,6
2024-08-01 01:46:00,1.28426,1.28428,1.28423,1.28427,11
2024-08-01 01:47:00,1.28416,1.28418,1.28414,1.28417,6
2024-08-01 01:48:00,1.28416,1.28418,1.28415,1.28418,8
2024-08-01 01:49:00,1.28412,1.28415,1.2841,1.28413,6
2024-08-01 01:50:00,1.28432,1.28433,1.28431,1.28433,6
2024-08-01 01:51:00,1.28424,1.28427,1.28421,1.28426,7
2024-08-01 01:52:00,1.28432,1.28435,1.28431,1.28433,8
2024-08-01 01:53:00,1.28432,1.28435,1.28427,1.28433,10
2024-08-01 01:54:00,1.28424,1.28426,1.28423,1.28425,7
2024-08-01 01:55:00,1.28436,1.28438,1.28433,1.28437,7
2024-08-01 01:56:00,1.28436,1.28439,1.28432,1.28437,7
2024-08-01 01:57:00,1.28434,1.28441,1.28434,1.28436,6
2024-08-01 01:58:00,1.28437,1.28441,1.28436,1.28439,7
2024-08-01 01:59:00,1.28432,1.28436,1.2843,1.28433,8
2024-08-01 02:00:00,1.28472,1.28473,1.28469,1.28472,4
2024-08-01 02:01:00,1.28476,1.28477,1.28475,1.28476,11
2024-08-01 02:02:00,1.28474,1.28475,1.28469,1.28474,8
2024-08-01 02:03:00,1.28481,1.2848,1.28479,1.28481,5
2024-08-01 02:04:00,1.28477,1.28477,1.28477,1.28477,6
2024-08-01 02:05:00,1.2848,1.2848,1.28479,1.2848,6
2024-08-01 02:06:00,1.28473,1.28474,1.28471,1.28473,7
2024-08-01 02:07:00,1.28467,1.28469,1.28469,1.28467,4
2024-08-01 02:08:00,1.28473,1.28475,1.28472,1.28473,4
2024-08-01 02:09:00,1.28479,1.28479,1.28478,1.28478,4
2024-08-01 02:10:00,1.28474,1.28477,1.28473,1.28474,5
2024-08-01 02:11:00,1.28475,1.28476,1.28474,1.28475,9
2024-08-01 02:12:00,1.28477,1.28479,1.28474,1.28476,6
2024-08-01 02:13:00,1.28472,1.28472,1.28472,1.28472,6
2024-08-01 02:14:00,1.28479,1.2848,1.28476,1.28479,9
2024-08-01 02:15:00,1.28457,1.28459,1.28454,1.28456,5
2024-08-01 02:16:00,1.28452,1.28452,1.28449,1.28451,6
2024-08-01 02:17:00,1.28463,1.28463,1.2846,1.28462,5
2024-08-01 02:18:00,1.28454,1.28455,1.28452,1.28453,8
2024-08-01 02:19:00,1.28456,1.28458,1.28453,1.28455,5
2024-08-01 02:20:00,1.28448,1.2845,1.28446,1.28447,6
2024-08-01 02:21:00,1.28457,1.28457,1.28455,1.28456,5
2024-08-01 02:22:00,1.28449,1.2845,1.28449,1.28449,10
2024-08-01 02:23:00,1.28453,1.28455,1.2845,1.28452,6
2024-08-01 02:24:00,1.28449,1.28453,1.28447,1.28448,5
2024-08-01 02:25:00,1.28447,1.28448,1.28445,1.28446,9
2024-08-01 02:26:00,1.28442,1.28444,1.2844,1.28441,9
2024-08-01 02:27:00,1.28444,1.28448,1.28442,1.28443,6
2024-08-01 02:28:00,1.2844,1.2844,1.28438,1.28439,6
2024-08-01 02:29:00,1.28449,1.28452,1.28448,1.28449,6
2024-08-01 02:30:00,1.28459,1.28462,1.28456,1.28458,6
2024-08-01 02:31:00,1.28465,1.28467,1.28462,1.28464,5
2024-08-01 02:32:00,1.28463,1.28464,1.28459,1.28462,7
2024-08-01 02:33:00,1.28456,1.28457,1.28453,1.28455,5
2024-08-01 02:34:00,1.28459,1.28461,1.28456,1.28458,3
2024-08-01 02:35:00,1.28451,1.28451,1.28447,1.2845,3
2024-08-01 02:36:00,1.28449,1.2845,1.28446,1.28448,11
2024-08-01 02:37:00,1.2846,1.28461,1.28456,1.28459,6
2024-08-01 02:38:00,1.28443,1.28443,1.28439,1.28442,5
